resultId,raceId,driverId,constructorId,number,GridPosition,position,positionText,Position,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,EventName,circuitId,Abbreviation,nationality,TeamName,QualiTime,CircuitType,QualiDelta
26494,1131,842,214,10,13,10,10,10,1.0,71,+1:01.766,5124564,45,9,1:09.609,223.315,1,2024,Austrian Grand Prix,70,GAS,French,Alpine F1 Team,65.359,power,1.0450000000000017
26495,1131,844,6,16,6,11,11,11,0.0,71,+1:07.056,5129854,55,8,1:09.584,223.396,1,2024,Austrian Grand Prix,70,LEC,Monegasque,Ferrari,65.044,power,0.730000000000004
26496,1131,839,214,31,10,12,12,12,0.0,71,+1:08.325,5131123,45,10,1:09.649,223.187,1,2024,Austrian Grand Prix,70,OCO,French,Alpine F1 Team,65.274,power,0.960000000000008
26497,1131,840,117,18,17,13,13,13,0.0,70,\N,\N,54,13,1:10.143,221.615,11,2024,Austrian Grand Prix,70,STR,Canadian,Aston Martin,65.819,power,1.5050000000000097
26498,1131,852,215,22,14,14,14,14,0.0,70,\N,\N,54,15,1:10.318,221.064,11,2024,Austrian Grand Prix,70,TSU,Japanese,RB F1 Team,65.412,power,1.0980000000000132
26499,1131,848,3,23,16,15,15,15,0.0,70,\N,\N,41,16,1:10.364,220.919,11,2024,Austrian Grand Prix,70,ALB,Thai,Williams,65.736,power,1.4220000000000113
26500,1131,822,15,77,18,16,16,16,0.0,70,\N,\N,48,19,1:10.449,220.653,11,2024,Austrian Grand Prix,70,BOT,Finnish,Sauber,65.847,power,1.5330000000000013
26501,1131,855,15,24,20,17,17,17,0.0,70,\N,\N,54,20,1:10.470,220.587,11,2024,Austrian Grand Prix,70,ZHO,Chinese,Sauber,66.061,power,1.747000000000014
26502,1131,4,117,14,15,18,18,18,0.0,70,\N,\N,70,1,1:07.694,229.633,11,2024,Austrian Grand Prix,70,ALO,Spanish,Aston Martin,65.639,power,1.3250000000000028
26503,1131,858,3,2,19,19,19,19,0.0,69,\N,\N,60,17,1:10.406,220.788,12,2024,Austrian Grand Prix,70,SAR,American,Williams,65.856,power,1.5420000000000016
26504,1131,846,1,4,2,20,20,20,0.0,64,\N,\N,53,3,1:08.016,228.546,17,2024,Austrian Grand Prix,70,NOR,British,McLaren,64.718,power,0.4040000000000106
26505,1132,1,131,44,2,1,1,1,25.0,52,1:22:27.059,4947059,45,5,1:29.438,237.120,1,2024,British Grand Prix,9,HAM,British,Mercedes,85.99,power,0.17099999999999227
26506,1132,830,9,1,4,2,2,2,18.0,52,+1.465,4948524,48,3,1:28.952,238.416,1,2024,British Grand Prix,9,VER,Dutch,Red Bull,86.203,power,0.38400000000000034
26507,1132,846,1,4,3,3,3,3,15.0,52,+7.547,4954606,43,4,1:29.262,237.588,1,2024,British Grand Prix,9,NOR,British,McLaren,86.03,power,0.21099999999999852
26508,1132,857,1,81,5,4,4,4,12.0,52,+12.429,4959488,51,2,1:28.748,238.964,1,2024,British Grand Prix,9,PIA,Australian,McLaren,86.237,power,0.41799999999999216
26509,1132,832,6,55,7,5,5,5,11.0,52,+47.318,4994377,52,1,1:28.293,240.195,1,2024,British Grand Prix,9,SAI,Spanish,Ferrari,86.509,power,0.6899999999999977
26510,1132,807,210,27,6,6,6,6,8.0,52,+55.722,5002781,43,10,1:29.836,236.070,1,2024,British Grand Prix,9,HUL,German,Haas F1 Team,86.338,power,0.5189999999999912
26511,1132,840,117,18,8,7,7,7,6.0,52,+56.569,5003628,46,11,1:29.897,235.909,1,2024,British Grand Prix,9,STR,Canadian,Aston Martin,86.58500000000001,power,0.7660000000000053
26512,1132,4,117,14,10,8,8,8,4.0,52,+1:03.577,5010636,47,7,1:29.710,236.401,1,2024,British Grand Prix,9,ALO,Spanish,Aston Martin,86.73,power,0.9110000000000014
26513,1132,848,3,23,9,9,9,9,2.0,52,+1:08.387,5015446,52,8,1:29.718,236.380,1,2024,British Grand Prix,9,ALB,Thai,Williams,86.64,power,0.820999999999998
26514,1132,852,215,22,13,10,10,10,1.0,52,+1:19.303,5026362,43,14,1:30.229,235.041,1,2024,British Grand Prix,9,TSU,Japanese,RB F1 Team,87.269,power,1.4500000000000028
26515,1132,858,3,2,12,11,11,11,0.0,52,+1:28.960,5036019,42,12,1:29.972,235.713,1,2024,British Grand Prix,9,SAR,American,Williams,87.175,power,1.3559999999999945
26516,1132,825,210,20,17,12,12,12,0.0,52,+1:30.153,5037212,42,13,1:30.093,235.396,1,2024,British Grand Prix,9,MAG,Danish,Haas F1 Team,92.905,power,7.0859999999999985
26517,1132,817,215,3,15,13,13,13,0.0,51,\N,\N,47,15,1:30.735,233.731,11,2024,British Grand Prix,9,RIC,Australian,RB F1 Team,87.949,power,2.1299999999999955
26518,1132,844,6,16,11,14,14,14,0.0,51,\N,\N,43,9,1:29.748,236.301,11,2024,British Grand Prix,9,LEC,Monegasque,Ferrari,87.09700000000001,power,1.2780000000000058
26519,1132,822,15,77,16,15,15,15,0.0,51,\N,\N,44,18,1:31.277,232.343,11,2024,British Grand Prix,9,BOT,Finnish,Sauber,92.431,power,6.611999999999995
26520,1132,839,214,31,18,16,16,16,0.0,50,\N,\N,46,16,1:30.875,233.371,12,2024,British Grand Prix,9,OCO,French,Alpine F1 Team,94.557,power,8.738
26521,1132,815,9,11,0,17,17,17,0.0,50,\N,\N,50,6,1:29.707,236.409,12,2024,British Grand Prix,9,PER,Mexican,Red Bull,98.348,power,12.528999999999996
26522,1132,855,15,24,14,18,18,18,0.0,50,\N,\N,43,17,1:31.014,233.014,12,2024,British Grand Prix,9,ZHO,Chinese,Sauber,87.867,power,2.048000000000002
26523,1132,847,131,63,1,\N,R,19,0.0,33,\N,\N,3,19,1:31.298,232.289,34,2024,British Grand Prix,9,RUS,British,Mercedes,85.819,power,0.0
26524,1132,842,214,10,19,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,6,2024,British Grand Prix,9,GAS,French,Alpine F1 Team,99.804,power,13.985
26525,1133,857,1,81,2,1,1,1,25.0,70,1:38:01.989,5881989,51,8,1:21.716,193.005,1,2024,Hungarian Grand Prix,11,PIA,Australian,McLaren,75.249,power,0.02199999999999136
26526,1133,846,1,4,1,2,2,2,18.0,70,+2.141,5884130,50,7,1:21.712,193.014,1,2024,Hungarian Grand Prix,11,NOR,British,McLaren,75.227,power,0.0
26527,1133,1,131,44,5,3,3,3,15.0,70,+14.880,5896869,54,9,1:22.153,191.978,1,2024,Hungarian Grand Prix,11,HAM,British,Mercedes,75.854,power,0.6269999999999953
26528,1133,844,6,16,6,4,4,4,12.0,70,+19.686,5901675,29,10,1:22.182,191.910,1,2024,Hungarian Grand Prix,11,LEC,Monegasque,Ferrari,75.891,power,0.6640000000000015
26529,1133,830,9,1,3,5,5,5,10.0,70,+21.349,5903338,51,3,1:20.908,194.932,1,2024,Hungarian Grand Prix,11,VER,Dutch,Red Bull,75.273,power,0.04599999999999227
26530,1133,832,6,55,4,6,6,6,8.0,70,+23.073,5905062,53,5,1:21.441,193.656,1,2024,Hungarian Grand Prix,11,SAI,Spanish,Ferrari,75.696,power,0.4689999999999941
26531,1133,815,9,11,16,7,7,7,6.0,70,+39.792,5921781,49,4,1:21.096,194.480,1,2024,Hungarian Grand Prix,11,PER,Mexican,Red Bull,77.886,power,2.658999999999992
26532,1133,847,131,63,17,8,8,8,5.0,70,+42.368,5924357,55,1,1:20.305,196.396,1,2024,Hungarian Grand Prix,11,RUS,British,Mercedes,77.968,power,2.7409999999999997
26533,1133,852,215,22,10,9,9,9,2.0,70,+1:17.259,5959248,57,18,1:23.533,188.806,1,2024,Hungarian Grand Prix,11,TSU,Japanese,RB F1 Team,76.121,power,0.8939999999999912
26534,1133,840,117,18,8,10,10,10,1.0,70,+1:17.976,5959965,48,11,1:22.338,191.547,1,2024,Hungarian Grand Prix,11,STR,Canadian,Aston Martin,76.075,power,0.847999999999999
26535,1133,4,117,14,7,11,11,11,0.0,70,+1:22.460,5964449,52,14,1:23.063,189.875,1,2024,Hungarian Grand Prix,11,ALO,Spanish,Aston Martin,76.043,power,0.8160000000000025
26536,1133,817,215,3,9,12,12,12,0.0,69,\N,\N,30,12,1:22.640,190.847,11,2024,Hungarian Grand Prix,11,RIC,Australian,RB F1 Team,76.202,power,0.9749999999999943
26537,1133,807,210,27,11,13,13,13,0.0,69,\N,\N,54,16,1:23.461,188.969,11,2024,Hungarian Grand Prix,11,HUL,German,Haas F1 Team,76.31700000000001,power,1.0900000000000034
26538,1133,848,3,23,13,14,14,14,0.0,69,\N,\N,31,20,1:23.930,187.913,11,2024,Hungarian Grand Prix,11,ALB,Thai,Williams,76.429,power,1.2019999999999982
26539,1133,825,210,20,15,15,15,15,0.0,69,\N,\N,50,19,1:23.553,188.761,11,2024,Hungarian Grand Prix,11,MAG,Danish,Haas F1 Team,76.548,power,1.320999999999998
26540,1133,822,15,77,12,16,16,16,0.0,69,\N,\N,52,13,1:22.792,190.496,11,2024,Hungarian Grand Prix,11,BOT,Finnish,Sauber,76.384,power,1.1569999999999965
26541,1133,858,3,2,14,17,17,17,0.0,69,\N,\N,65,2,1:20.561,195.772,11,2024,Hungarian Grand Prix,11,SAR,American,Williams,76.543,power,1.3160000000000025
26542,1133,839,214,31,19,18,18,18,0.0,69,\N,\N,66,6,1:21.610,193.255,11,2024,Hungarian Grand Prix,11,OCO,French,Alpine F1 Team,78.049,power,2.8220000000000027
26543,1133,855,15,24,18,19,19,19,0.0,69,\N,\N,38,17,1:23.487,188.910,11,2024,Hungarian Grand Prix,11,ZHO,Chinese,Sauber,78.037,power,2.8100000000000023
26544,1133,842,214,10,0,\N,R,20,0.0,33,\N,\N,31,15,1:23.340,189.244,9,2024,Hungarian Grand Prix,11,GAS,French,Alpine F1 Team,78.166,power,2.938999999999993
26545,1134,1,131,44,3,1,1,1,25.0,44,+0.526,526,33,6,1:46.653,236.415,1,2024,Belgian Grand Prix,13,HAM,British,Mercedes,113.83500000000001,power,0.6760000000000161
26546,1134,857,1,81,5,2,2,2,18.0,44,+1.173,1699,32,3,1:45.840,238.231,1,2024,Belgian Grand Prix,13,PIA,Australian,McLaren,114.027,power,0.8680000000000092
26547,1134,844,6,16,1,3,3,3,15.0,44,+8.549,9075,33,8,1:47.013,235.619,1,2024,Belgian Grand Prix,13,LEC,Monegasque,Ferrari,113.75399999999999,power,0.5949999999999989
26548,1134,830,9,1,11,4,4,4,12.0,44,+9.226,9752,32,4,1:46.128,237.584,1,2024,Belgian Grand Prix,13,VER,Dutch,Red Bull,113.15899999999999,power,0.0
26549,1134,846,1,4,4,5,5,5,10.0,44,+9.850,10376,31,2,1:45.563,238.856,1,2024,Belgian Grand Prix,13,NOR,British,McLaren,113.981,power,0.8220000000000027
26550,1134,832,6,55,7,6,6,6,8.0,44,+19.795,20321,44,5,1:46.364,237.057,1,2024,Belgian Grand Prix,13,SAI,Spanish,Ferrari,114.112,power,0.953000000000003
26551,1134,815,9,11,2,7,7,7,7.0,44,+43.195,43721,44,1,1:44.701,240.822,1,2024,Belgian Grand Prix,13,PER,Mexican,Red Bull,113.765,power,0.6060000000000088
26552,1134,4,117,14,8,8,8,8,4.0,44,+49.963,50489,42,17,1:48.051,233.356,1,2024,Belgian Grand Prix,13,ALO,Spanish,Aston Martin,114.25800000000001,power,1.099000000000018
26553,1134,839,214,31,9,9,9,9,2.0,44,+52.552,53078,43,7,1:46.957,235.743,1,2024,Belgian Grand Prix,13,OCO,French,Alpine F1 Team,114.46000000000001,power,1.3010000000000161
26554,1134,817,215,3,13,10,10,10,1.0,44,+54.926,55452,37,12,1:47.435,234.694,1,2024,Belgian Grand Prix,13,RIC,Australian,RB F1 Team,114.682,power,1.5230000000000103
26555,1134,840,117,18,15,11,11,11,0.0,44,+1:03.011,63537,44,18,1:48.105,233.239,1,2024,Belgian Grand Prix,13,STR,Canadian,Aston Martin,115.71600000000001,power,2.5570000000000164
26556,1134,848,3,23,10,12,12,12,0.0,44,+1:03.651,64177,44,16,1:47.996,233.475,1,2024,Belgian Grand Prix,13,ALB,Thai,Williams,114.473,power,1.3140000000000072
26557,1134,842,214,10,12,13,13,13,0.0,44,+1:04.365,64891,30,11,1:47.418,234.731,1,2024,Belgian Grand Prix,13,GAS,French,Alpine F1 Team,114.63499999999999,power,1.475999999999999
26558,1134,825,210,20,17,14,14,14,0.0,44,+1:06.631,67157,44,14,1:47.848,233.795,1,2024,Belgian Grand Prix,13,MAG,Danish,Haas F1 Team,116.5,power,3.341000000000008
26559,1134,822,15,77,14,15,15,15,0.0,44,+1:10.638,71164,37,9,1:47.019,235.606,1,2024,Belgian Grand Prix,13,BOT,Finnish,Sauber,114.76400000000001,power,1.6050000000000182
26560,1134,852,215,22,20,16,16,16,0.0,44,+1:16.737,77263,44,15,1:47.969,233.533,1,2024,Belgian Grand Prix,13,TSU,Japanese,RB F1 Team,116.593,power,3.4340000000000117
26561,1134,858,3,2,18,17,17,17,0.0,44,+1:26.057,86583,43,13,1:47.490,234.574,1,2024,Belgian Grand Prix,13,SAR,American,Williams,117.22999999999999,power,4.070999999999998
26562,1134,807,210,27,16,18,18,18,0.0,44,+1:28.833,89359,44,19,1:48.954,231.422,1,2024,Belgian Grand Prix,13,HUL,German,Haas F1 Team,116.30799999999999,power,3.149000000000001
26563,1134,855,15,24,19,\N,R,19,0.0,5,\N,\N,2,20,1:52.099,224.929,31,2024,Belgian Grand Prix,13,ZHO,Chinese,Sauber,117.775,power,4.616000000000014
26564,1134,847,131,63,6,\N,D,20,0.0,44,1:19:57.040,4797566,44,10,1:47.113,235.399,2,2024,Belgian Grand Prix,13,RUS,British,Mercedes,114.095,power,0.936000000000007
26565,1135,846,1,4,1,1,1,1,26.0,72,1:30:45.519,5445519,72,1,1:13.817,207.708,1,2024,Dutch Grand Prix,39,NOR,British,McLaren,69.673,power,0.0
26566,1135,830,9,1,2,2,2,2,18.0,72,+22.896,5468415,30,9,1:14.752,205.110,1,2024,Dutch Grand Prix,39,VER,Dutch,Red Bull,70.029,power,0.35599999999999454
26567,1135,844,6,16,6,3,3,3,15.0,72,+25.439,5470958,62,7,1:14.585,205.569,1,2024,Dutch Grand Prix,39,LEC,Monegasque,Ferrari,70.582,power,0.9089999999999918
26568,1135,857,1,81,3,4,4,4,12.0,72,+27.337,5472856,36,5,1:14.237,206.533,1,2024,Dutch Grand Prix,39,PIA,Australian,McLaren,70.172,power,0.4989999999999952
26569,1135,832,6,55,10,5,5,5,10.0,72,+32.137,5477656,40,4,1:14.117,206.867,1,2024,Dutch Grand Prix,39,SAI,Spanish,Ferrari,70.914,power,1.2409999999999997
26570,1135,815,9,11,5,6,6,6,8.0,72,+39.542,5485061,69,8,1:14.587,205.563,1,2024,Dutch Grand Prix,39,PER,Mexican,Red Bull,70.416,power,0.742999999999995
26571,1135,847,131,63,4,7,7,7,6.0,72,+44.617,5490136,57,3,1:13.927,207.399,1,2024,Dutch Grand Prix,39,RUS,British,Mercedes,70.244,power,0.570999999999998
26572,1135,1,131,44,14,8,8,8,4.0,72,+49.599,5495118,62,2,1:13.878,207.536,1,2024,Dutch Grand Prix,39,HAM,British,Mercedes,70.94800000000001,power,1.2750000000000057
26573,1135,842,214,10,9,9,9,9,2.0,71,\N,\N,54,11,1:14.855,204.828,11,2024,Dutch Grand Prix,39,GAS,French,Alpine F1 Team,70.815,power,1.141999999999996
26574,1135,4,117,14,7,10,10,10,1.0,71,\N,\N,34,10,1:14.758,205.093,11,2024,Dutch Grand Prix,39,ALO,Spanish,Aston Martin,70.633,power,0.9599999999999937
26575,1135,807,210,27,12,11,11,11,0.0,71,\N,\N,59,18,1:15.657,202.656,11,2024,Dutch Grand Prix,39,HUL,German,Haas F1 Team,71.215,power,1.5420000000000016
26576,1135,817,215,3,13,12,12,12,0.0,71,\N,\N,52,13,1:15.222,203.828,11,2024,Dutch Grand Prix,39,RIC,Australian,RB F1 Team,71.943,power,2.269999999999996
26577,1135,840,117,18,8,13,13,13,0.0,71,\N,\N,51,14,1:15.255,203.739,11,2024,Dutch Grand Prix,39,STR,Canadian,Aston Martin,70.661,power,0.9879999999999995
26578,1135,848,3,23,19,14,14,14,0.0,71,\N,\N,71,6,1:14.434,205.986,11,2024,Dutch Grand Prix,39,ALB,Thai,Williams,,power,
26579,1135,839,214,31,15,15,15,15,0.0,71,\N,\N,50,15,1:15.390,203.374,11,2024,Dutch Grand Prix,39,OCO,French,Alpine F1 Team,71.995,power,2.3220000000000027
26580,1135,858,3,2,18,16,16,16,0.0,71,\N,\N,26,16,1:15.539,202.973,11,2024,Dutch Grand Prix,39,SAR,American,Williams,,power,
26581,1135,852,215,22,11,17,17,17,0.0,71,\N,\N,16,17,1:15.552,202.938,11,2024,Dutch Grand Prix,39,TSU,Japanese,RB F1 Team,70.955,power,1.2819999999999965
26582,1135,825,210,20,0,18,18,18,0.0,71,\N,\N,42,12,1:14.954,204.557,11,2024,Dutch Grand Prix,39,MAG,Danish,Haas F1 Team,71.295,power,1.6219999999999999
26583,1135,822,15,77,16,19,19,19,0.0,70,\N,\N,45,20,1:15.822,202.215,12,2024,Dutch Grand Prix,39,BOT,Finnish,Sauber,72.168,power,2.4950000000000045
26584,1135,855,15,24,17,20,20,20,0.0,70,\N,\N,67,19,1:15.724,202.477,12,2024,Dutch Grand Prix,39,ZHO,Chinese,Sauber,73.261,power,3.587999999999994
26585,1136,844,6,16,4,1,1,1,25.0,53,1:14:40.727,4480727,33,10,1:23.226,250.580,1,2024,Italian Grand Prix,14,LEC,Monegasque,Ferrari,79.461,power,0.13400000000000034
26586,1136,857,1,81,2,2,2,2,18.0,53,+2.664,4483391,53,4,1:21.943,254.503,1,2024,Italian Grand Prix,14,PIA,Australian,McLaren,79.436,power,0.10900000000000887
26587,1136,846,1,4,1,3,3,3,16.0,53,+6.153,4486880,53,1,1:21.432,256.100,1,2024,Italian Grand Prix,14,NOR,British,McLaren,79.327,power,0.0
26588,1136,832,6,55,5,4,4,4,12.0,53,+15.621,4496348,53,9,1:23.219,250.601,1,2024,Italian Grand Prix,14,SAI,Spanish,Ferrari,79.467,power,0.14000000000000057
26589,1136,1,131,44,6,5,5,5,10.0,53,+22.820,4503547,53,2,1:21.512,255.849,1,2024,Italian Grand Prix,14,HAM,British,Mercedes,79.513,power,0.18600000000000705
26590,1136,830,9,1,7,6,6,6,8.0,53,+37.932,4518659,43,3,1:21.745,255.120,1,2024,Italian Grand Prix,14,VER,Dutch,Red Bull,79.662,power,0.33500000000000796
26591,1136,847,131,63,3,7,7,7,6.0,53,+39.715,4520442,49,5,1:22.036,254.215,1,2024,Italian Grand Prix,14,RUS,British,Mercedes,79.44,power,0.11299999999999955
26592,1136,815,9,11,8,8,8,8,4.0,53,+54.148,4534875,47,8,1:22.971,251.350,1,2024,Italian Grand Prix,14,PER,Mexican,Red Bull,80.062,power,0.7349999999999994
26593,1136,848,3,23,9,9,9,9,2.0,53,+1:07.456,4548183,53,16,1:23.918,248.514,1,2024,Italian Grand Prix,14,ALB,Thai,Williams,80.299,power,0.9720000000000084
26594,1136,825,210,20,13,10,10,10,1.0,53,+1:08.302,4549029,51,12,1:23.437,249.946,1,2024,Italian Grand Prix,14,MAG,Danish,Haas F1 Team,80.69800000000001,power,1.3710000000000093
26595,1136,4,117,14,11,11,11,11,0.0,53,+1:08.495,4549222,46,7,1:22.944,251.432,1,2024,Italian Grand Prix,14,ALO,Spanish,Aston Martin,80.42099999999999,power,1.093999999999994
26596,1136,861,3,43,18,12,12,12,0.0,53,+1:21.308,4562035,53,14,1:23.728,249.077,1,2024,Italian Grand Prix,14,COL,Argentinian ,Williams,81.061,power,1.7340000000000089
26597,1136,817,215,3,12,13,13,13,0.0,53,+1:33.452,4574179,52,17,1:24.219,247.625,1,2024,Italian Grand Prix,14,RIC,Australian,RB F1 Team,80.479,power,1.152000000000001
26598,1136,839,214,31,15,14,14,14,0.0,52,\N,\N,52,18,1:24.343,247.261,11,2024,Italian Grand Prix,14,OCO,French,Alpine F1 Team,80.764,power,1.4369999999999976
26599,1136,842,214,10,14,15,15,15,0.0,52,\N,\N,51,15,1:23.755,248.997,11,2024,Italian Grand Prix,14,GAS,French,Alpine F1 Team,80.738,power,1.4110000000000014
26600,1136,822,15,77,19,16,16,16,0.0,52,\N,\N,52,13,1:23.609,249.432,11,2024,Italian Grand Prix,14,BOT,Finnish,Sauber,81.101,power,1.774000000000001
26601,1136,807,210,27,10,17,17,17,0.0,52,\N,\N,44,11,1:23.275,250.432,11,2024,Italian Grand Prix,14,HUL,German,Haas F1 Team,80.339,power,1.0120000000000005
26602,1136,855,15,24,20,18,18,18,0.0,52,\N,\N,17,19,1:25.092,245.085,11,2024,Italian Grand Prix,14,ZHO,Chinese,Sauber,81.445,power,2.117999999999995
26603,1136,840,117,18,17,19,19,19,0.0,52,\N,\N,52,6,1:22.232,253.609,11,2024,Italian Grand Prix,14,STR,Canadian,Aston Martin,81.013,power,1.686000000000007
26604,1136,852,215,22,16,\N,R,20,0.0,7,\N,\N,4,20,1:26.198,241.940,25,2024,Italian Grand Prix,14,TSU,Japanese,RB F1 Team,80.945,power,1.617999999999995
26605,1137,857,1,81,2,1,1,1,25.0,51,1:32:58.007,5578007,47,9,1:47.060,201.856,1,2024,Azerbaijan Grand Prix,73,PIA,Australian,McLaren,101.686,street,0.32099999999999795
26606,1137,844,6,16,1,2,2,2,18.0,51,+10.910,5588917,44,10,1:47.067,201.843,1,2024,Azerbaijan Grand Prix,73,LEC,Monegasque,Ferrari,101.36500000000001,street,0.0
26607,1137,847,131,63,5,3,3,3,15.0,51,+31.328,5609335,45,2,1:46.628,202.674,1,2024,Azerbaijan Grand Prix,73,RUS,British,Mercedes,101.874,street,0.5089999999999861
26608,1137,846,1,4,15,4,4,4,13.0,51,+36.143,5614150,42,1,1:45.255,205.318,1,2024,Azerbaijan Grand Prix,73,NOR,British,McLaren,103.60900000000001,street,2.2439999999999998
26609,1137,830,9,1,6,5,5,5,10.0,51,+1:17.098,5655105,42,3,1:46.798,202.352,1,2024,Azerbaijan Grand Prix,73,VER,Dutch,Red Bull,102.023,street,0.657999999999987
26610,1137,4,117,14,7,6,6,6,8.0,51,+1:25.468,5663475,48,8,1:47.057,201.862,1,2024,Azerbaijan Grand Prix,73,ALO,Spanish,Aston Martin,102.369,street,1.0039999999999907
26611,1137,848,3,23,9,7,7,7,6.0,51,+1:27.396,5665403,43,5,1:46.947,202.070,1,2024,Azerbaijan Grand Prix,73,ALB,Thai,Williams,102.84,street,1.4749999999999943
26612,1137,861,3,43,8,8,8,8,4.0,51,+1:29.541,5667548,44,12,1:47.274,201.454,1,2024,Azerbaijan Grand Prix,73,COL,Argentinian ,Williams,102.473,street,1.1079999999999899
26613,1137,1,131,44,0,9,9,9,2.0,51,+1:32.401,5670408,48,11,1:47.236,201.525,1,2024,Azerbaijan Grand Prix,73,HAM,British,Mercedes,102.289,street,0.9239999999999924
26614,1137,860,210,50,10,10,10,10,1.0,51,+1:33.127,5671134,47,7,1:47.048,201.879,1,2024,Azerbaijan Grand Prix,73,BEA,British,Haas F1 Team,102.968,street,1.6029999999999944
26615,1137,807,210,27,12,11,11,11,0.0,51,+1:33.465,5671472,42,14,1:47.691,200.674,1,2024,Azerbaijan Grand Prix,73,HUL,German,Haas F1 Team,103.101,street,1.73599999999999
26616,1137,842,214,10,18,12,12,12,0.0,51,+1:57.189,5695196,47,15,1:48.018,200.066,1,2024,Azerbaijan Grand Prix,73,GAS,French,Alpine F1 Team,103.088,street,1.7229999999999848
26617,1137,817,215,3,14,13,13,13,0.0,51,+2:26.907,5724914,39,17,1:48.380,199.398,1,2024,Azerbaijan Grand Prix,73,RIC,Australian,RB F1 Team,103.547,street,2.181999999999988
26618,1137,855,15,24,17,14,14,14,0.0,51,+2:28.841,5726848,43,13,1:47.644,200.761,1,2024,Azerbaijan Grand Prix,73,ZHO,Chinese,Sauber,104.24600000000001,street,2.8810000000000002
26619,1137,839,214,31,0,15,15,15,0.0,50,\N,\N,35,19,1:48.831,198.572,11,2024,Azerbaijan Grand Prix,73,OCO,French,Alpine F1 Team,104.50399999999999,street,3.1389999999999816
26620,1137,822,15,77,16,16,16,16,0.0,50,\N,\N,41,18,1:48.418,199.328,11,2024,Azerbaijan Grand Prix,73,BOT,Finnish,Sauber,103.618,street,2.252999999999986
26621,1137,815,9,11,4,17,17,17,0.0,49,\N,\N,46,6,1:47.013,201.945,31,2024,Azerbaijan Grand Prix,73,PER,Mexican,Red Bull,101.813,street,0.4479999999999933
26622,1137,832,6,55,3,18,18,18,0.0,49,\N,\N,46,4,1:46.866,202.223,31,2024,Azerbaijan Grand Prix,73,SAI,Spanish,Ferrari,101.805,street,0.4399999999999977
26623,1137,840,117,18,13,19,19,19,0.0,45,\N,\N,31,16,1:48.148,199.826,31,2024,Azerbaijan Grand Prix,73,STR,Canadian,Aston Martin,103.37,street,2.0049999999999955
26624,1137,852,215,22,11,\N,R,20,0.0,14,\N,\N,8,20,1:50.887,194.890,31,2024,Azerbaijan Grand Prix,73,TSU,Japanese,RB F1 Team,103.035,street,1.6699999999999875
26625,1138,846,1,4,1,1,1,1,25.0,62,1:40:52.571,6052571,48,2,1:34.925,187.347,1,2024,Singapore Grand Prix,15,NOR,British,McLaren,89.525,street,0.0
26626,1138,830,9,1,2,2,2,2,18.0,62,+20.945,6073516,59,5,1:35.967,185.313,1,2024,Singapore Grand Prix,15,VER,Dutch,Red Bull,89.68,street,0.15500000000000114
26627,1138,857,1,81,5,3,3,3,15.0,62,+41.823,6094394,48,4,1:35.745,185.743,1,2024,Singapore Grand Prix,15,PIA,Australian,McLaren,89.64,street,0.11499999999999488
26628,1138,847,131,63,4,4,4,4,12.0,62,+1:01.040,6113611,30,10,1:37.047,183.251,1,2024,Singapore Grand Prix,15,RUS,British,Mercedes,89.867,street,0.34199999999999875
26629,1138,844,6,16,9,5,5,5,10.0,62,+1:02.430,6115001,46,3,1:35.371,186.471,1,2024,Singapore Grand Prix,15,LEC,Monegasque,Ferrari,89.747,street,0.2219999999999942
26630,1138,1,131,44,3,6,6,6,8.0,62,+1:25.248,6137819,43,12,1:37.393,182.600,1,2024,Singapore Grand Prix,15,HAM,British,Mercedes,89.84100000000001,street,0.3160000000000025
26631,1138,832,6,55,10,7,7,7,6.0,62,+1:36.039,6148610,15,7,1:36.561,184.173,1,2024,Singapore Grand Prix,15,SAI,Spanish,Ferrari,90.108,street,0.5829999999999984
26632,1138,4,117,14,7,8,8,8,4.0,61,\N,\N,54,18,1:37.741,181.950,11,2024,Singapore Grand Prix,15,ALO,Spanish,Aston Martin,90.214,street,0.688999999999993
26633,1138,807,210,27,6,9,9,9,2.0,61,\N,\N,35,15,1:37.470,182.456,11,2024,Singapore Grand Prix,15,HUL,German,Haas F1 Team,90.115,street,0.5899999999999892
26634,1138,815,9,11,13,10,10,10,1.0,61,\N,\N,33,16,1:37.477,182.443,11,2024,Singapore Grand Prix,15,PER,Mexican,Red Bull,90.57900000000001,street,1.054000000000002
26635,1138,861,3,43,12,11,11,11,0.0,61,\N,\N,35,11,1:37.262,182.846,11,2024,Singapore Grand Prix,15,COL,Argentinian ,Williams,90.481,street,0.9559999999999889
26636,1138,852,215,22,8,12,12,12,0.0,61,\N,\N,53,6,1:36.393,184.494,11,2024,Singapore Grand Prix,15,TSU,Japanese,RB F1 Team,90.289,street,0.7639999999999958
26637,1138,839,214,31,15,13,13,13,0.0,61,\N,\N,48,20,1:37.964,181.536,11,2024,Singapore Grand Prix,15,OCO,French,Alpine F1 Team,90.769,street,1.2439999999999998
26638,1138,840,117,18,17,14,14,14,0.0,61,\N,\N,36,19,1:37.851,181.745,11,2024,Singapore Grand Prix,15,STR,Canadian,Aston Martin,91.094,street,1.5689999999999884
